"chr","pos","score","method"
"chr3",11399894,0.818,"xpclr"
"chr3",11475894,0.569,"xpclr"
"chr3",11551894,0.646,"xpclr"
"chr3",11627895,0.654,"xpclr"
"chr3",11703895,1.293,"xpclr"
"chr3",11779895,1.788,"xpclr"
"chr3",11855895,1.869,"xpclr"
"chr3",11931896,2.805,"xpclr"
"chr3",12007896,2.122,"xpclr"
"chr3",12083896,2.706,"xpclr"
"chr3",12159897,2.659,"xpclr"
"chr3",12235897,3.424,"xpclr"
"chr3",12311897,4.069,"xpclr"
"chr3",12387898,8.584,"xpclr"
"chr3",12463898,9.015,"xpclr"
"chr3",12539898,8.302,"xpclr"
"chr3",12615898,8.979,"xpclr"
"chr3",12691899,7.252,"xpclr"
"chr3",12767899,8.032,"xpclr"
"chr3",12843899,8.981,"xpclr"
"chr3",12919900,11.648,"xpclr"
"chr3",12995900,15.029,"xpclr"
"chr3",13071900,14.19,"xpclr"
"chr3",13147901,15.537,"xpclr"
"chr3",13223901,16.298,"xpclr"
"chr3",13299901,19.722,"xpclr"
"chr3",13375902,22.782,"xpclr"
"chr3",13451902,25.297,"xpclr"
"chr3",13527902,25.233,"xpclr"
"chr3",13603902,27.475,"xpclr"
"chr3",13679903,28.086,"xpclr"
"chr3",13755903,31.873,"xpclr"
"chr3",13831903,34.058,"xpclr"
"chr3",13907904,35.337,"xpclr"
"chr3",13983904,38.397,"xpclr"
"chr3",14059904,40.244,"xpclr"
"chr3",14135905,43.543,"xpclr"
"chr3",14211905,45.185,"xpclr"
"chr3",14287905,47.115,"xpclr"
"chr3",14363905,47.716,"xpclr"
"chr3",14439906,46.442,"xpclr"
"chr3",14515906,45.41,"xpclr"
"chr3",14591906,44.281,"xpclr"
"chr3",14667907,43.166,"xpclr"
"chr3",14743907,41.355,"xpclr"
"chr3",14819907,39.018,"xpclr"
"chr3",14895908,37.553,"xpclr"
"chr3",14971908,35.734,"xpclr"
"chr3",15047908,33.97,"xpclr"
"chr3",15123908,31.622,"xpclr"
"chr3",15199909,28.744,"xpclr"
"chr3",15275909,26.361,"xpclr"
"chr3",15351909,24.737,"xpclr"
"chr3",15427910,21.576,"xpclr"
"chr3",15503910,19.242,"xpclr"
"chr3",15579910,21.529,"xpclr"
"chr3",15655911,18.548,"xpclr"
"chr3",15731911,14.119,"xpclr"
"chr3",15807911,12.666,"xpclr"
"chr3",15883912,11.07,"xpclr"
"chr3",15959912,12.407,"xpclr"
"chr3",16035912,11.692,"xpclr"
"chr3",16111912,11.669,"xpclr"
"chr3",16187913,10.56,"xpclr"
"chr3",16263913,9.468,"xpclr"
"chr3",16339913,9.811,"xpclr"
"chr3",16415914,8.261,"xpclr"
"chr3",16491914,9.289,"xpclr"
"chr3",16567914,9.026,"xpclr"
"chr3",16643915,14.146,"xpclr"
"chr3",16719915,8.599,"xpclr"
"chr3",16795915,4.957,"xpclr"
"chr3",16871915,3.949,"xpclr"
"chr3",16947916,2.96,"xpclr"
"chr3",17023916,2.282,"xpclr"
"chr3",17099916,2.555,"xpclr"
"chr3",17175917,3.452,"xpclr"
"chr3",17251917,3.88,"xpclr"
"chr3",17327917,4.637,"xpclr"
"chr3",17403918,1.708,"xpclr"
"chr3",17479918,1.63,"xpclr"
"chr3",17555918,1.638,"xpclr"
"chr3",17631919,1.708,"xpclr"
"chr3",17707919,3.035,"xpclr"
"chr3",17783919,2.202,"xpclr"
"chr3",17859919,1.472,"xpclr"
"chr3",17935920,1.755,"xpclr"
"chr3",18011920,0.819,"xpclr"
"chr3",18087920,0.846,"xpclr"
"chr3",18163921,0.836,"xpclr"
"chr3",18239921,1.814,"xpclr"
"chr3",18315921,1.986,"xpclr"
"chr3",18391922,1.387,"xpclr"
"chr3",18467922,1.424,"xpclr"
"chr3",18543922,1.704,"xpclr"
"chr3",18619922,2.429,"xpclr"
"chr3",18695923,1.125,"xpclr"
"chr3",18771923,1.756,"xpclr"
"chr3",18847923,1.919,"xpclr"
"chr3",18923924,1.911,"xpclr"
"chr3",18999924,2.39,"xpclr"
"chr3",19075924,1.375,"xpclr"
"chr3",19151925,1.073,"xpclr"
"chr3",19227925,1.159,"xpclr"
"chr3",19303925,0.742,"xpclr"
"chr3",19379926,1.065,"xpclr"
"chr3",19455926,2.174,"xpclr"
"chr3",19531926,1.95,"xpclr"
"chr3",19607926,2.421,"xpclr"
"chr3",19683927,1.081,"xpclr"
"chr3",19759927,0.737,"xpclr"
"chr3",19835927,0.848,"xpclr"
"chr3",19911928,0.989,"xpclr"
"chr3",19987928,2.475,"xpclr"
"chr3",20063928,4.178,"xpclr"
"chr3",20139929,4.674,"xpclr"
"chr3",20215929,8.186,"xpclr"
"chr3",20291929,9.962,"xpclr"
"chr3",20367929,9.248,"xpclr"
"chr3",20443930,8.671,"xpclr"
"chr3",20519930,12.06,"xpclr"
"chr3",20595930,13.701,"xpclr"
"chr3",20671931,12.118,"xpclr"
"chr3",20747931,9.943,"xpclr"
"chr3",20823931,8.418,"xpclr"
"chr3",20899932,5.44,"xpclr"
"chr3",20975932,4.803,"xpclr"
"chr3",21051932,6.598,"xpclr"
"chr3",21127933,4.564,"xpclr"
"chr3",21203933,2.685,"xpclr"
"chr3",21279933,2.795,"xpclr"
"chr3",21355933,2.085,"xpclr"
"chr3",21431934,1.868,"xpclr"
"chr3",21507934,2.124,"xpclr"
"chr3",21583934,3.237,"xpclr"
"chr3",21659935,4.618,"xpclr"
"chr3",21735935,3.964,"xpclr"
"chr3",21811935,3.133,"xpclr"
"chr3",21887936,4.268,"xpclr"
"chr3",21963936,6.773,"xpclr"
"chr3",22039936,5.072,"xpclr"
"chr3",22115936,5.42,"xpclr"
"chr3",22191937,6.393,"xpclr"
"chr3",22267937,3.978,"xpclr"
"chr3",22343937,2.985,"xpclr"
"chr3",22419938,2.999,"xpclr"
"chr3",22495938,5.292,"xpclr"
"chr3",22571938,6.661,"xpclr"
"chr3",22647939,3.646,"xpclr"
"chr3",22723939,4.591,"xpclr"
"chr3",22799939,5.222,"xpclr"
"chr3",22875940,4.481,"xpclr"
"chr3",22951940,2.238,"xpclr"
"chr3",23027940,3.335,"xpclr"
"chr3",23103940,6.49,"xpclr"
"chr3",23179941,9.849,"xpclr"
"chr3",23255941,7.378,"xpclr"
"chr3",23331941,8.376,"xpclr"
"chr3",23407942,8.155,"xpclr"
"chr3",23483942,10.686,"xpclr"
"chr3",23559942,7.041,"xpclr"
"chr3",23635943,5.806,"xpclr"
"chr3",23711943,9.123,"xpclr"
"chr3",23787943,13.029,"xpclr"
"chr3",23863943,7.265,"xpclr"
"chr3",23939944,6.382,"xpclr"
"chr3",24015944,6.441,"xpclr"
"chr3",24091944,6.051,"xpclr"
"chr3",24167945,5.105,"xpclr"
"chr3",24243945,5.575,"xpclr"
"chr3",24319945,6.961,"xpclr"
"chr3",24395946,8.65,"xpclr"
"chr3",24471946,10.728,"xpclr"
"chr3",24547946,14.451,"xpclr"
"chr3",24623946,14.155,"xpclr"
"chr3",24699947,15.053,"xpclr"
"chr3",24775947,17.123,"xpclr"
"chr3",24851947,14.405,"xpclr"
"chr3",24927948,15.089,"xpclr"
"chr3",25003948,14.759,"xpclr"
"chr3",25079948,15.803,"xpclr"
"chr3",25155949,17.808,"xpclr"
"chr3",25231949,19.307,"xpclr"
"chr3",25307949,20.312,"xpclr"
"chr3",25383950,20.129,"xpclr"
"chr3",25459950,22.143,"xpclr"
"chr3",25535950,20.576,"xpclr"
"chr3",25611950,22.164,"xpclr"
"chr3",25687951,22.193,"xpclr"
"chr3",25763951,19.283,"xpclr"
"chr3",25839951,16.83,"xpclr"
"chr3",25915952,15.717,"xpclr"
"chr3",25991952,15.725,"xpclr"
"chr3",26067952,16.259,"xpclr"
"chr3",26143953,15.363,"xpclr"
"chr3",26219953,15.022,"xpclr"
"chr3",26295953,14.171,"xpclr"
"chr3",26371953,10.186,"xpclr"
"chr3",26447954,8.585,"xpclr"
"chr3",26523954,5.41,"xpclr"
"chr3",26599954,4.977,"xpclr"
"chr3",26675955,4.561,"xpclr"
"chr3",26751955,3.627,"xpclr"
"chr3",26827955,4.508,"xpclr"
"chr3",26903956,3.285,"xpclr"
"chr3",26979956,3.448,"xpclr"
"chr3",27055956,4.069,"xpclr"
"chr3",27131957,2.463,"xpclr"
"chr3",27207957,1.647,"xpclr"
"chr3",27283957,2.216,"xpclr"
"chr3",27359957,1.609,"xpclr"
"chr3",27435958,1.145,"xpclr"
"chr3",27511958,0.84,"xpclr"
"chr3",27587958,0.72,"xpclr"
"chr3",27663959,1.284,"xpclr"
"chr3",27739959,1.841,"xpclr"
"chr3",27815959,2.139,"xpclr"
"chr3",27891960,3.396,"xpclr"
"chr3",27967960,3.795,"xpclr"
"chr3",28043960,4.555,"xpclr"
"chr3",28119960,3.985,"xpclr"
"chr3",28195961,6.38,"xpclr"
"chr3",28271961,7.546,"xpclr"
"chr3",28347961,5.692,"xpclr"
"chr3",28423962,3.949,"xpclr"
"chr3",28499962,2.879,"xpclr"
"chr3",28575962,2.696,"xpclr"
"chr3",28651963,2.814,"xpclr"
"chr3",28727963,3.483,"xpclr"
"chr3",28803963,6.598,"xpclr"
"chr3",28879964,8.69,"xpclr"
"chr3",28955964,5.647,"xpclr"
"chr3",29031964,5.023,"xpclr"
"chr3",29107964,4.501,"xpclr"
"chr3",29183965,2.759,"xpclr"
"chr3",29259965,1.297,"xpclr"
"chr3",29335965,0.983,"xpclr"
"chr3",29411966,0.715,"xpclr"
"chr3",29487966,1.16,"xpclr"
"chr3",29563966,1.391,"xpclr"
"chr3",29639967,1.803,"xpclr"
"chr3",29715967,1.47,"xpclr"
"chr3",29791967,1.483,"xpclr"
"chr3",29867967,1.508,"xpclr"
"chr3",29943968,1.797,"xpclr"
"chr3",30019968,1.882,"xpclr"
"chr3",30095968,3.149,"xpclr"
"chr3",30171969,3.179,"xpclr"
"chr3",30247969,2.511,"xpclr"
"chr3",30323969,2.556,"xpclr"
"chr3",30399970,2.505,"xpclr"
"chr3",30475970,2.856,"xpclr"
"chr3",30551970,3.364,"xpclr"
"chr3",30627971,6.474,"xpclr"
"chr3",30703971,4.494,"xpclr"
"chr3",30779971,5.235,"xpclr"
"chr3",30855971,6.37,"xpclr"
"chr3",30931972,5.558,"xpclr"
"chr3",31007972,5.696,"xpclr"
"chr3",31083972,4.033,"xpclr"
"chr3",31159973,4.882,"xpclr"
"chr3",31235973,3.887,"xpclr"
"chr3",31311973,5.405,"xpclr"
"chr3",31387974,3.363,"xpclr"
"chr3",31463974,2.214,"xpclr"
"chr3",31539974,2.873,"xpclr"
"chr3",31615974,2.027,"xpclr"
"chr3",31691975,2.507,"xpclr"
"chr3",31767975,3.852,"xpclr"
"chr3",31843975,5.149,"xpclr"
"chr3",31919976,4.079,"xpclr"
"chr3",31995976,1.918,"xpclr"
"chr3",32071976,2.157,"xpclr"
"chr3",32147977,2.729,"xpclr"
"chr3",32223977,2.794,"xpclr"
"chr3",32299977,1.556,"xpclr"
"chr3",32375978,1.29,"xpclr"
"chr3",32451978,2.752,"xpclr"
"chr3",32527978,2.832,"xpclr"
"chr3",32603978,3.496,"xpclr"
"chr3",32679979,2.115,"xpclr"
"chr3",32755979,2.402,"xpclr"
"chr3",32831979,3.101,"xpclr"
"chr3",32907980,4.565,"xpclr"
"chr3",32983980,2.933,"xpclr"
"chr3",33059980,2.29,"xpclr"
"chr3",33135981,1.277,"xpclr"
"chr3",33211981,1.68,"xpclr"
"chr3",33287981,1.041,"xpclr"
"chr3",33363981,1.511,"xpclr"
"chr3",33439982,1.362,"xpclr"
"chr3",33515982,1.304,"xpclr"
"chr3",33591982,1.059,"xpclr"
"chr3",33667983,1.111,"xpclr"
"chr3",33743983,1.118,"xpclr"
"chr3",33819983,1.922,"xpclr"
"chr3",33895984,1.246,"xpclr"
"chr3",33971984,1.016,"xpclr"
"chr3",34047984,0.668,"xpclr"
"chr3",34123984,0.695,"xpclr"
"chr3",34199985,0.553,"xpclr"
"chr3",34275985,0.56,"xpclr"
"chr3",34351985,0.823,"xpclr"
"chr3",34427986,0.613,"xpclr"
"chr3",34503986,1.121,"xpclr"
"chr3",34579986,1.254,"xpclr"
"chr3",34655987,1.549,"xpclr"
"chr3",34731987,1.11,"xpclr"
"chr3",34807987,1.348,"xpclr"
"chr3",34883988,2.175,"xpclr"
"chr3",34959988,1.799,"xpclr"
"chr3",35035988,2.956,"xpclr"
"chr3",35111988,3.244,"xpclr"
"chr3",35187989,4.54,"xpclr"
"chr3",35263989,6.782,"xpclr"
"chr3",35339989,3.694,"xpclr"
"chr3",35415990,4.725,"xpclr"
"chr3",35491990,7.081,"xpclr"
"chr3",35567990,6.762,"xpclr"
"chr3",35643991,6.237,"xpclr"
"chr3",35719991,5.358,"xpclr"
"chr3",35795991,8.06,"xpclr"
"chr3",35871991,4.943,"xpclr"
"chr3",35947992,4.267,"xpclr"
"chr3",36023992,3.703,"xpclr"
"chr3",36099992,6.02,"xpclr"
"chr3",36175993,5.777,"xpclr"
"chr3",36251993,7.683,"xpclr"
"chr3",36327993,7.041,"xpclr"
"chr3",36403994,4.155,"xpclr"
"chr3",36479994,2.462,"xpclr"
"chr3",36555994,1.844,"xpclr"
"chr3",36631995,1.778,"xpclr"
"chr3",36707995,1.86,"xpclr"
"chr3",36783995,0.885,"xpclr"
"chr3",36859995,1.348,"xpclr"
"chr3",36935996,1.551,"xpclr"
"chr3",37011996,1.366,"xpclr"
"chr3",37087996,3.168,"xpclr"
"chr3",37163997,2.756,"xpclr"
"chr3",37239997,3.071,"xpclr"
"chr3",37315997,3.6,"xpclr"
"chr3",37391998,3.544,"xpclr"
"chr3",37467998,3.866,"xpclr"
"chr3",37543998,2.33,"xpclr"
"chr3",37619998,1.84,"xpclr"
"chr3",37695999,1.045,"xpclr"
"chr3",37771999,1.206,"xpclr"
"chr3",37847999,0.922,"xpclr"
"chr3",37924000,0.984,"xpclr"
"chr3",3.8e+07,0.502,"xpclr"
"chr3",75848,0.372,"ihs"
"chr3",151849,0.433,"ihs"
"chr3",227849,0.713,"ihs"
"chr3",303849,0.512,"ihs"
"chr3",379850,0.039,"ihs"
"chr3",455850,0.02,"ihs"
"chr3",531850,0.072,"ihs"
"chr3",607850,0.769,"ihs"
"chr3",683851,0.769,"ihs"
"chr3",759851,0.6,"ihs"
"chr3",835851,0.565,"ihs"
"chr3",911852,1.138,"ihs"
"chr3",987852,0.031,"ihs"
"chr3",1063852,0.081,"ihs"
"chr3",1139853,1.038,"ihs"
"chr3",1215853,0.962,"ihs"
"chr3",1291853,0.163,"ihs"
"chr3",1367853,0.163,"ihs"
"chr3",1443854,0.14,"ihs"
"chr3",1519854,0.131,"ihs"
"chr3",1595854,0.286,"ihs"
"chr3",1671855,0.953,"ihs"
"chr3",1747855,0.047,"ihs"
"chr3",1823855,0.505,"ihs"
"chr3",1899856,0.882,"ihs"
"chr3",1975856,1.003,"ihs"
"chr3",2051856,0.949,"ihs"
"chr3",2127857,0.964,"ihs"
"chr3",2203857,0.802,"ihs"
"chr3",2279857,0.83,"ihs"
"chr3",2355857,0.091,"ihs"
"chr3",2431858,0.96,"ihs"
"chr3",2507858,0.243,"ihs"
"chr3",2583858,0.479,"ihs"
"chr3",2659859,0.185,"ihs"
"chr3",2735859,0.03,"ihs"
"chr3",2811859,0.031,"ihs"
"chr3",2887860,0.02,"ihs"
"chr3",2963860,0.445,"ihs"
"chr3",3039860,0.729,"ihs"
"chr3",3115860,0.295,"ihs"
"chr3",3191861,0.161,"ihs"
"chr3",3267861,0.27,"ihs"
"chr3",3343861,0.281,"ihs"
"chr3",3419862,0.057,"ihs"
"chr3",3495862,0.178,"ihs"
"chr3",3571862,0.609,"ihs"
"chr3",3647863,0.343,"ihs"
"chr3",3723863,0.777,"ihs"
"chr3",3799863,1.072,"ihs"
"chr3",3875864,0.716,"ihs"
"chr3",3951864,0.291,"ihs"
"chr3",4027864,0.109,"ihs"
"chr3",4103864,0.12,"ihs"
"chr3",4179865,0.142,"ihs"
"chr3",4255865,0.057,"ihs"
"chr3",4331865,0.036,"ihs"
"chr3",4407866,0.108,"ihs"
"chr3",4483866,0.02,"ihs"
"chr3",4559866,0.092,"ihs"
"chr3",4635867,0.397,"ihs"
"chr3",4711867,0.568,"ihs"
"chr3",4787867,0.961,"ihs"
"chr3",4863867,0.429,"ihs"
"chr3",4939868,0.543,"ihs"
"chr3",5015868,0.419,"ihs"
"chr3",5091868,0.04,"ihs"
"chr3",5167869,0.301,"ihs"
"chr3",5243869,0.058,"ihs"
"chr3",5319869,0.316,"ihs"
"chr3",5395870,0.708,"ihs"
"chr3",5471870,0.742,"ihs"
"chr3",5547870,0.59,"ihs"
"chr3",5623870,0.605,"ihs"
"chr3",5699871,0.442,"ihs"
"chr3",5775871,0.368,"ihs"
"chr3",5851871,0.845,"ihs"
"chr3",5927872,0.311,"ihs"
"chr3",6003872,0.657,"ihs"
"chr3",6079872,0.69,"ihs"
"chr3",6155873,1.054,"ihs"
"chr3",6231873,0.889,"ihs"
"chr3",6307873,1.384,"ihs"
"chr3",6383874,0.828,"ihs"
"chr3",6459874,0.805,"ihs"
"chr3",6535874,0.367,"ihs"
"chr3",6611874,0.162,"ihs"
"chr3",6687875,0.234,"ihs"
"chr3",6763875,0.257,"ihs"
"chr3",6839875,0.451,"ihs"
"chr3",6915876,1.118,"ihs"
"chr3",6991876,0.479,"ihs"
"chr3",7067876,0.9,"ihs"
"chr3",7143877,0.545,"ihs"
"chr3",7219877,0.93,"ihs"
"chr3",7295877,0.92,"ihs"
"chr3",7371877,0.717,"ihs"
"chr3",7447878,0.108,"ihs"
"chr3",7523878,0.188,"ihs"
"chr3",7599878,1.067,"ihs"
"chr3",7675879,0.4,"ihs"
"chr3",7751879,0.187,"ihs"
"chr3",7827879,0.062,"ihs"
"chr3",7903880,0.865,"ihs"
"chr3",7979880,0.847,"ihs"
"chr3",8055880,0.027,"ihs"
"chr3",8131881,0.328,"ihs"
"chr3",8207881,0.79,"ihs"
"chr3",8283881,0.488,"ihs"
"chr3",8359881,0.885,"ihs"
"chr3",8435882,0.3,"ihs"
"chr3",8511882,0.244,"ihs"
"chr3",8587882,0.02,"ihs"
"chr3",8663883,0.756,"ihs"
"chr3",8739883,0.548,"ihs"
"chr3",8815883,1.006,"ihs"
"chr3",8891884,0.051,"ihs"
"chr3",8967884,0.147,"ihs"
"chr3",9043884,0.784,"ihs"
"chr3",9119884,0.267,"ihs"
"chr3",9195885,0.314,"ihs"
"chr3",9271885,0.229,"ihs"
"chr3",9347885,0.34,"ihs"
"chr3",9423886,0.947,"ihs"
"chr3",9499886,0.238,"ihs"
"chr3",9575886,0.065,"ihs"
"chr3",9651887,1.186,"ihs"
"chr3",9727887,1.12,"ihs"
"chr3",9803887,0.866,"ihs"
"chr3",9879888,0.918,"ihs"
"chr3",9955888,0.607,"ihs"
"chr3",10031888,0.522,"ihs"
"chr3",10107888,0.345,"ihs"
"chr3",10183889,0.511,"ihs"
"chr3",10259889,0.21,"ihs"
"chr3",10335889,0.238,"ihs"
"chr3",10411890,0.839,"ihs"
"chr3",10487890,0.904,"ihs"
"chr3",10563890,1.415,"ihs"
"chr3",10639891,0.801,"ihs"
"chr3",10715891,0.791,"ihs"
"chr3",10791891,1.389,"ihs"
"chr3",10867891,0.533,"ihs"
"chr3",10943892,0.999,"ihs"
"chr3",11019892,1.533,"ihs"
"chr3",11095892,0.876,"ihs"
"chr3",11171893,0.769,"ihs"
"chr3",11247893,0.407,"ihs"
"chr3",11323893,0.506,"ihs"
"chr3",11399894,0.871,"ihs"
"chr3",11475894,1.502,"ihs"
"chr3",11551894,0.932,"ihs"
"chr3",11627895,0.999,"ihs"
"chr3",11703895,0.614,"ihs"
"chr3",11779895,0.245,"ihs"
"chr3",11855895,1.184,"ihs"
"chr3",11931896,0.456,"ihs"
"chr3",12007896,0.096,"ihs"
"chr3",12083896,0.279,"ihs"
"chr3",12159897,0.48,"ihs"
"chr3",12235897,0.095,"ihs"
"chr3",12311897,0.558,"ihs"
"chr3",12387898,1.45,"ihs"
"chr3",12463898,0.343,"ihs"
"chr3",12539898,1.157,"ihs"
"chr3",12615898,0.784,"ihs"
"chr3",12691899,0.363,"ihs"
"chr3",12767899,0.555,"ihs"
"chr3",12843899,1.117,"ihs"
"chr3",12919900,0.436,"ihs"
"chr3",12995900,1.245,"ihs"
"chr3",13071900,1.4,"ihs"
"chr3",13147901,1.508,"ihs"
"chr3",13223901,1.167,"ihs"
"chr3",13299901,1.584,"ihs"
"chr3",13375902,1.827,"ihs"
"chr3",13451902,1.719,"ihs"
"chr3",13527902,1.286,"ihs"
"chr3",13603902,1.858,"ihs"
"chr3",13679903,1.729,"ihs"
"chr3",13755903,1.896,"ihs"
"chr3",13831903,2.34,"ihs"
"chr3",13907904,2.056,"ihs"
"chr3",13983904,2.146,"ihs"
"chr3",14059904,2.586,"ihs"
"chr3",14135905,2.398,"ihs"
"chr3",14211905,2.753,"ihs"
"chr3",14287905,2.751,"ihs"
"chr3",14363905,3.118,"ihs"
"chr3",14439906,3.937,"ihs"
"chr3",14515906,2.791,"ihs"
"chr3",14591906,2.421,"ihs"
"chr3",14667907,3.044,"ihs"
"chr3",14743907,2.545,"ihs"
"chr3",14819907,2.739,"ihs"
"chr3",14895908,2.668,"ihs"
"chr3",14971908,2.068,"ihs"
"chr3",15047908,2.124,"ihs"
"chr3",15123908,2.49,"ihs"
"chr3",15199909,1.531,"ihs"
"chr3",15275909,1.481,"ihs"
"chr3",15351909,1.331,"ihs"
"chr3",15427910,1.352,"ihs"
"chr3",15503910,1.371,"ihs"
"chr3",15579910,1.652,"ihs"
"chr3",15655911,1.406,"ihs"
"chr3",15731911,1.24,"ihs"
"chr3",15807911,0.632,"ihs"
"chr3",15883912,0.753,"ihs"
"chr3",15959912,0.552,"ihs"
"chr3",16035912,1.064,"ihs"
"chr3",16111912,1.194,"ihs"
"chr3",16187913,1.379,"ihs"
"chr3",16263913,0.684,"ihs"
"chr3",16339913,1.219,"ihs"
"chr3",16415914,0.996,"ihs"
"chr3",16491914,1.381,"ihs"
"chr3",16567914,1.745,"ihs"
"chr3",16643915,1.888,"ihs"
"chr3",16719915,0.629,"ihs"
"chr3",16795915,1.093,"ihs"
"chr3",16871915,1.045,"ihs"
"chr3",16947916,0.036,"ihs"
"chr3",17023916,0.606,"ihs"
"chr3",17099916,0.182,"ihs"
"chr3",17175917,0.241,"ihs"
"chr3",17251917,0.857,"ihs"
"chr3",17327917,0.027,"ihs"
"chr3",17403918,0.107,"ihs"
"chr3",17479918,0.187,"ihs"
"chr3",17555918,0.945,"ihs"
"chr3",17631919,0.786,"ihs"
"chr3",17707919,0.267,"ihs"
"chr3",17783919,0.178,"ihs"
"chr3",17859919,0.08,"ihs"
"chr3",17935920,0.472,"ihs"
"chr3",18011920,0.892,"ihs"
"chr3",18087920,0.526,"ihs"
"chr3",18163921,0.888,"ihs"
"chr3",18239921,0.02,"ihs"
"chr3",18315921,0.293,"ihs"
"chr3",18391922,0.671,"ihs"
"chr3",18467922,0.056,"ihs"
"chr3",18543922,0.07,"ihs"
"chr3",18619922,0.386,"ihs"
"chr3",18695923,0.382,"ihs"
"chr3",18771923,0.464,"ihs"
"chr3",18847923,0.517,"ihs"
"chr3",18923924,0.219,"ihs"
"chr3",18999924,0.535,"ihs"
"chr3",19075924,0.294,"ihs"
"chr3",19151925,1.024,"ihs"
"chr3",19227925,0.233,"ihs"
"chr3",19303925,1.635,"ihs"
"chr3",19379926,0.623,"ihs"
"chr3",19455926,0.211,"ihs"
"chr3",19531926,0.038,"ihs"
"chr3",19607926,0.043,"ihs"
"chr3",19683927,0.783,"ihs"
"chr3",19759927,0.536,"ihs"
"chr3",19835927,0.216,"ihs"
"chr3",19911928,0.603,"ihs"
"chr3",19987928,0.589,"ihs"
"chr3",20063928,0.669,"ihs"
"chr3",20139929,0.84,"ihs"
"chr3",20215929,1.407,"ihs"
"chr3",20291929,1.237,"ihs"
"chr3",20367929,1.219,"ihs"
"chr3",20443930,1.139,"ihs"
"chr3",20519930,1.496,"ihs"
"chr3",20595930,1.087,"ihs"
"chr3",20671931,1.304,"ihs"
"chr3",20747931,1.231,"ihs"
"chr3",20823931,1.01,"ihs"
"chr3",20899932,0.696,"ihs"
"chr3",20975932,0.406,"ihs"
"chr3",21051932,0.891,"ihs"
"chr3",21127933,0.091,"ihs"
"chr3",21203933,0.534,"ihs"
"chr3",21279933,0.323,"ihs"
"chr3",21355933,0.136,"ihs"
"chr3",21431934,0.464,"ihs"
"chr3",21507934,0.665,"ihs"
"chr3",21583934,1.078,"ihs"
"chr3",21659935,0.609,"ihs"
"chr3",21735935,0.118,"ihs"
"chr3",21811935,0.357,"ihs"
"chr3",21887936,0.196,"ihs"
"chr3",21963936,0.636,"ihs"
"chr3",22039936,0.562,"ihs"
"chr3",22115936,0.689,"ihs"
"chr3",22191937,0.818,"ihs"
"chr3",22267937,0.414,"ihs"
"chr3",22343937,0.228,"ihs"
"chr3",22419938,0.174,"ihs"
"chr3",22495938,0.9,"ihs"
"chr3",22571938,0.797,"ihs"
"chr3",22647939,0.295,"ihs"
"chr3",22723939,0.58,"ihs"
"chr3",22799939,0.039,"ihs"
"chr3",22875940,0.294,"ihs"
"chr3",22951940,0.127,"ihs"
"chr3",23027940,0.043,"ihs"
"chr3",23103940,0.497,"ihs"
"chr3",23179941,0.56,"ihs"
"chr3",23255941,1.527,"ihs"
"chr3",23331941,1.092,"ihs"
"chr3",23407942,0.819,"ihs"
"chr3",23483942,1.165,"ihs"
"chr3",23559942,1.017,"ihs"
"chr3",23635943,0.384,"ihs"
"chr3",23711943,0.908,"ihs"
"chr3",23787943,1.211,"ihs"
"chr3",23863943,0.502,"ihs"
"chr3",23939944,0.808,"ihs"
"chr3",24015944,0.666,"ihs"
"chr3",24091944,0.453,"ihs"
"chr3",24167945,0.511,"ihs"
"chr3",24243945,0.428,"ihs"
"chr3",24319945,0.212,"ihs"
"chr3",24395946,0.786,"ihs"
"chr3",24471946,0.992,"ihs"
"chr3",24547946,0.735,"ihs"
"chr3",24623946,1.265,"ihs"
"chr3",24699947,1.611,"ihs"
"chr3",24775947,1.164,"ihs"
"chr3",24851947,1.41,"ihs"
"chr3",24927948,1.103,"ihs"
"chr3",25003948,1.395,"ihs"
"chr3",25079948,2.194,"ihs"
"chr3",25155949,1.061,"ihs"
"chr3",25231949,1.323,"ihs"
"chr3",25307949,1.105,"ihs"
"chr3",25383950,1.32,"ihs"
"chr3",25459950,1.202,"ihs"
"chr3",25535950,1.202,"ihs"
"chr3",25611950,1.635,"ihs"
"chr3",25687951,1.846,"ihs"
"chr3",25763951,1.347,"ihs"
"chr3",25839951,1.063,"ihs"
"chr3",25915952,1.218,"ihs"
"chr3",25991952,1.212,"ihs"
"chr3",26067952,1.086,"ihs"
"chr3",26143953,1.361,"ihs"
"chr3",26219953,1.066,"ihs"
"chr3",26295953,1.143,"ihs"
"chr3",26371953,0.426,"ihs"
"chr3",26447954,0.647,"ihs"
"chr3",26523954,0.356,"ihs"
"chr3",26599954,0.34,"ihs"
"chr3",26675955,0.378,"ihs"
"chr3",26751955,0.533,"ihs"
"chr3",26827955,0.678,"ihs"
"chr3",26903956,0.55,"ihs"
"chr3",26979956,0.25,"ihs"
"chr3",27055956,0.616,"ihs"
"chr3",27131957,0.539,"ihs"
"chr3",27207957,0.093,"ihs"
"chr3",27283957,0.224,"ihs"
"chr3",27359957,0.278,"ihs"
"chr3",27435958,0.989,"ihs"
"chr3",27511958,0.646,"ihs"
"chr3",27587958,1.754,"ihs"
"chr3",27663959,0.659,"ihs"
"chr3",27739959,0.05,"ihs"
"chr3",27815959,0.465,"ihs"
"chr3",27891960,0.163,"ihs"
