"chr","pos","stat","value"
"chr2",27359946,"tajima",0.6091
"chr2",27449947,"tajima",0.4088
"chr2",27539947,"tajima",-0.0772
"chr2",27629948,"tajima",0.5595
"chr2",27719948,"tajima",0.6868
"chr2",27809949,"tajima",1.0283
"chr2",27899949,"tajima",0.0594
"chr2",27989950,"tajima",-0.6846
"chr2",28079950,"tajima",0.0808
"chr2",28169951,"tajima",0.2243
"chr2",28259952,"tajima",0.1875
"chr2",28349952,"tajima",-0.0729
"chr2",28439953,"tajima",0.4871
"chr2",28529953,"tajima",0.7855
"chr2",28619954,"tajima",0.3353
"chr2",28709954,"tajima",0.3217
"chr2",28799955,"tajima",1.142
"chr2",28889956,"tajima",0.9092
"chr2",28979956,"tajima",0.5712
"chr2",29069957,"tajima",0.9745
"chr2",29159957,"tajima",-0.4819
"chr2",29249958,"tajima",0.665
"chr2",29339958,"tajima",-0.9835
"chr2",29429959,"tajima",-1.5526
"chr2",29519959,"tajima",-1.8716
"chr2",29609960,"tajima",-1.7756
"chr2",29699961,"tajima",-0.5966
"chr2",29789961,"tajima",-1.1366
"chr2",29879962,"tajima",-0.9078
"chr2",29969962,"tajima",-0.6152
"chr2",30059963,"tajima",-0.4673
"chr2",30149963,"tajima",-1.2806
"chr2",30239964,"tajima",-0.7143
"chr2",30329965,"tajima",-0.4638
"chr2",30419965,"tajima",-0.8627
"chr2",30509966,"tajima",-0.7497
"chr2",30599966,"tajima",-0.9546
"chr2",30689967,"tajima",-0.6589
"chr2",30779967,"tajima",-0.6142
"chr2",30869968,"tajima",-1.5062
"chr2",30959968,"tajima",-1.1652
"chr2",31049969,"tajima",-1.3637
"chr2",31139970,"tajima",-1.3139
"chr2",31229970,"tajima",-0.5255
"chr2",31319971,"tajima",-0.1378
"chr2",31409971,"tajima",0.3342
"chr2",31499972,"tajima",0.4575
"chr2",31589972,"tajima",-0.0542
"chr2",31679973,"tajima",-0.0378
"chr2",31769974,"tajima",-0.3859
"chr2",31859974,"tajima",0.1913
"chr2",31949975,"tajima",0.6506
"chr2",32039975,"tajima",0.9998
"chr2",32129976,"tajima",0.4107
"chr2",32219976,"tajima",-0.8901
"chr2",32309977,"tajima",-1.3153
"chr2",32399977,"tajima",-0.7033
"chr2",32489978,"tajima",-1.6984
"chr2",32579979,"tajima",-1.4214
"chr2",32669979,"tajima",-1.6918
"chr2",32759980,"tajima",-1.6132
"chr2",32849980,"tajima",-1.1436
"chr2",32939981,"tajima",-1.1632
"chr2",33029981,"tajima",-0.705
"chr2",33119982,"tajima",0.285
"chr2",33209983,"tajima",0.0792
"chr2",33299983,"tajima",-0.3586
"chr2",33389984,"tajima",-0.522
"chr2",33479984,"tajima",-0.9764
"chr2",33569985,"tajima",-1.5573
"chr2",33659985,"tajima",-1.461
"chr2",33749986,"tajima",-0.7137
"chr2",33839986,"tajima",-1.3976
"chr2",33929987,"tajima",-1.7779
"chr2",34019988,"tajima",-0.7542
"chr2",34109988,"tajima",-0.3611
"chr2",34199989,"tajima",-1.126
"chr2",34289989,"tajima",-1.2088
"chr2",34379990,"tajima",-1.8975
"chr2",34469990,"tajima",-1.4032
"chr2",34559991,"tajima",-0.9581
"chr2",34649992,"tajima",-0.4817
"chr2",34739992,"tajima",0.4324
"chr2",34829993,"tajima",0.1946
"chr2",34919993,"tajima",0.6388
"chr2",35009994,"tajima",0.1658
"chr2",35099994,"tajima",0.6356
"chr2",35189995,"tajima",0.4145
"chr2",35279995,"tajima",0.8996
"chr2",35369996,"tajima",1.6144
"chr2",35459997,"tajima",0.7627
"chr2",35549997,"tajima",1.0181
"chr2",35639998,"tajima",1.5198
"chr2",35729998,"tajima",0.9348
"chr2",35819999,"tajima",1.2574
"chr2",35909999,"tajima",1.3644
"chr2",3.6e+07,"tajima",0.325
"chr3",94763,"fst",0.0841
"chr3",189764,"fst",0.0998
"chr3",284764,"fst",0.1071
"chr3",379765,"fst",0.1132
"chr3",474765,"fst",0.0727
"chr3",569766,"fst",0.0831
"chr3",664767,"fst",0.0883
"chr3",759767,"fst",0.1359
"chr3",854768,"fst",0.1243
"chr3",949768,"fst",0.1326
"chr3",1044769,"fst",0.1322
"chr3",1139770,"fst",0.102
"chr3",1234770,"fst",0.0823
"chr3",1329771,"fst",0.0557
"chr3",1424771,"fst",0.12
"chr3",1519772,"fst",0.0895
"chr3",1614773,"fst",0.1031
"chr3",1709773,"fst",0.0759
"chr3",1804774,"fst",0.0753
"chr3",1899774,"fst",0.0093
"chr3",1994775,"fst",0
"chr3",2089776,"fst",0.006
"chr3",2184776,"fst",0.0139
"chr3",2279777,"fst",0.0264
"chr3",2374777,"fst",0.0329
"chr3",2469778,"fst",0.0331
"chr3",2564779,"fst",0
"chr3",2659779,"fst",0
"chr3",2754780,"fst",0.0238
"chr3",2849780,"fst",0.0825
"chr3",2944781,"fst",0.1282
"chr3",3039781,"fst",0.1083
"chr3",3134782,"fst",0.0805
"chr3",3229783,"fst",0.133
"chr3",3324783,"fst",0.0271
"chr3",3419784,"fst",0
"chr3",3514784,"fst",0
"chr3",3609785,"fst",0
"chr3",3704786,"fst",0.0406
"chr3",3799786,"fst",0.0224
"chr3",3894787,"fst",0.0539
"chr3",3989787,"fst",0.0785
"chr3",4084788,"fst",0.0727
"chr3",4179789,"fst",0.0718
"chr3",4274789,"fst",0.0641
"chr3",4369790,"fst",0.0652
"chr3",4464790,"fst",0.0857
"chr3",4559791,"fst",0.0803
"chr3",4654792,"fst",0.0982
"chr3",4749792,"fst",0.0811
"chr3",4844793,"fst",0.0886
"chr3",4939793,"fst",0.0615
"chr3",5034794,"fst",0.0509
"chr3",5129795,"fst",0.024
"chr3",5224795,"fst",0.0132
"chr3",5319796,"fst",0
"chr3",5414796,"fst",0.0156
"chr3",5509797,"fst",0
"chr3",5604798,"fst",0.0262
"chr3",5699798,"fst",0.0233
"chr3",5794799,"fst",0.0254
"chr3",5889799,"fst",0.0553
"chr3",5984800,"fst",0.0703
"chr3",6079800,"fst",0.1433
"chr3",6174801,"fst",0.131
"chr3",6269802,"fst",0.0956
"chr3",6364802,"fst",0.1051
"chr3",6459803,"fst",0.0963
"chr3",6554803,"fst",0.1139
"chr3",6649804,"fst",0.1308
"chr3",6744805,"fst",0.149
"chr3",6839805,"fst",0.146
"chr3",6934806,"fst",0.065
"chr3",7029806,"fst",0.0112
"chr3",7124807,"fst",0.064
"chr3",7219808,"fst",0.0781
"chr3",7314808,"fst",0.0672
"chr3",7409809,"fst",0.0288
"chr3",7504809,"fst",0.0932
"chr3",7599810,"fst",0.15
"chr3",7694811,"fst",0.207
"chr3",7789811,"fst",0.1589
"chr3",7884812,"fst",0.1912
"chr3",7979812,"fst",0.1828
"chr3",8074813,"fst",0.1558
"chr3",8169814,"fst",0.1748
"chr3",8264814,"fst",0.152
"chr3",8359815,"fst",0.1046
"chr3",8454815,"fst",0.0752
"chr3",8549816,"fst",0.0865
"chr3",8644817,"fst",0.041
"chr3",8739817,"fst",0.0256
"chr3",8834818,"fst",0.0442
"chr3",8929818,"fst",0.0942
"chr3",9024819,"fst",0.145
"chr3",9119819,"fst",0.1135
"chr3",9214820,"fst",0.0909
"chr3",9309821,"fst",0.1302
"chr3",9404821,"fst",0.1161
"chr3",9499822,"fst",0.0986
"chr3",9594822,"fst",0.0994
"chr3",9689823,"fst",0.0977
"chr3",9784824,"fst",0.0344
"chr3",9879824,"fst",0.0184
"chr3",9974825,"fst",0.0189
"chr3",10069825,"fst",0.0338
"chr3",10164826,"fst",0.0152
"chr3",10259827,"fst",0.0266
"chr3",10354827,"fst",0.0368
"chr3",10449828,"fst",0.0148
"chr3",10544828,"fst",0.0536
"chr3",10639829,"fst",0.0327
"chr3",10734830,"fst",0.0902
"chr3",10829830,"fst",0.1247
"chr3",10924831,"fst",0.0968
"chr3",11019831,"fst",0.1076
"chr3",11114832,"fst",0.0658
"chr3",11209833,"fst",0.1263
"chr3",11304833,"fst",0.1092
"chr3",11399834,"fst",0.1355
"chr3",11494834,"fst",0.1451
"chr3",11589835,"fst",0.165
"chr3",11684836,"fst",0.1438
"chr3",11779836,"fst",0.1555
"chr3",11874837,"fst",0.159
"chr3",11969837,"fst",0.1409
"chr3",12064838,"fst",0.1538
"chr3",12159838,"fst",0.1876
"chr3",12254839,"fst",0.1798
"chr3",12349840,"fst",0.1668
"chr3",12444840,"fst",0.1393
"chr3",12539841,"fst",0.1133
"chr3",12634841,"fst",0.132
"chr3",12729842,"fst",0.1631
"chr3",12824843,"fst",0.1795
"chr3",12919843,"fst",0.1734
"chr3",13014844,"fst",0.1485
"chr3",13109844,"fst",0.1805
"chr3",13204845,"fst",0.1215
"chr3",13299846,"fst",0.1435
"chr3",13394846,"fst",0.0892
"chr3",13489847,"fst",0.1281
"chr3",13584847,"fst",0.1375
"chr3",13679848,"fst",0.1225
"chr3",13774849,"fst",0.1644
"chr3",13869849,"fst",0.1073
"chr3",13964850,"fst",0.0319
"chr3",14059850,"fst",0.125
"chr3",14154851,"fst",0.1147
"chr3",14249852,"fst",0.154
"chr3",14344852,"fst",0.1375
"chr3",14439853,"fst",0.1182
"chr3",14534853,"fst",0.14
"chr3",14629854,"fst",0.1624
"chr3",14724855,"fst",0.2198
"chr3",14819855,"fst",0.2452
"chr3",14914856,"fst",0.2529
"chr3",15009856,"fst",0.3099
"chr3",15104857,"fst",0.3754
"chr3",15199857,"fst",0.4285
"chr3",15294858,"fst",0.3641
"chr3",15389859,"fst",0.3708
"chr3",15484859,"fst",0.3495
"chr3",15579860,"fst",0.3557
"chr3",15674860,"fst",0.4075
"chr3",15769861,"fst",0.3807
"chr3",15864862,"fst",0.481
"chr3",15959862,"fst",0.4747
"chr3",16054863,"fst",0.4827
"chr3",16149863,"fst",0.479
"chr3",16244864,"fst",0.4489
"chr3",16339865,"fst",0.4359
"chr3",16434865,"fst",0.3954
"chr3",16529866,"fst",0.3095
"chr3",16624866,"fst",0.2801
"chr3",16719867,"fst",0.2941
"chr3",16814868,"fst",0.3216
"chr3",16909868,"fst",0.3111
"chr3",17004869,"fst",0.349
"chr3",17099869,"fst",0.3838
"chr3",17194870,"fst",0.3659
"chr3",17289871,"fst",0.4346
"chr3",17384871,"fst",0.3819
"chr3",17479872,"fst",0.3841
"chr3",17574872,"fst",0.3747
"chr3",17669873,"fst",0.3432
"chr3",17764874,"fst",0.2797
"chr3",17859874,"fst",0.2539
"chr3",17954875,"fst",0.2145
"chr3",18049875,"fst",0.1843
"chr3",18144876,"fst",0.2047
"chr3",18239876,"fst",0.1964
"chr3",18334877,"fst",0.1924
"chr3",18429878,"fst",0.1798
"chr3",18524878,"fst",0.1835
"chr3",18619879,"fst",0.1079
"chr3",18714879,"fst",0.1593
"chr3",18809880,"fst",0.1525
"chr3",18904881,"fst",0.1508
"chr3",18999881,"fst",0.1287
"chr3",19094882,"fst",0.0846
"chr3",19189882,"fst",0.1311
"chr3",19284883,"fst",0.1225
"chr3",19379884,"fst",0.1045
"chr3",19474884,"fst",0.0822
"chr3",19569885,"fst",0.0809
"chr3",19664885,"fst",0.0504
"chr3",19759886,"fst",0.0467
"chr3",19854887,"fst",0.0918
"chr3",19949887,"fst",0.0591
"chr3",20044888,"fst",0.1014
"chr3",20139888,"fst",0.087
"chr3",20234889,"fst",0.1426
"chr3",20329890,"fst",0.0869
"chr3",20424890,"fst",0.0451
"chr3",20519891,"fst",0.0738
"chr3",20614891,"fst",0.0079
"chr3",20709892,"fst",0.0073
"chr3",20804893,"fst",0
"chr3",20899893,"fst",0
"chr3",20994894,"fst",0
"chr3",21089894,"fst",0
"chr3",21184895,"fst",0
"chr3",21279895,"fst",0.0199
"chr3",21374896,"fst",0.0895
"chr3",21469897,"fst",0.1005
"chr3",21564897,"fst",0.0462
"chr3",21659898,"fst",0.0666
"chr3",21754898,"fst",0.0637
"chr3",21849899,"fst",0.0774
"chr3",21944900,"fst",0.0677
"chr3",22039900,"fst",0.0942
"chr3",22134901,"fst",0.1486
"chr3",22229901,"fst",0.1706
"chr3",22324902,"fst",0.1896
"chr3",22419903,"fst",0.1871
"chr3",22514903,"fst",0.2573
"chr3",22609904,"fst",0.2257
"chr3",22704904,"fst",0.2068
"chr3",22799905,"fst",0.2175
"chr3",22894906,"fst",0.2109
"chr3",22989906,"fst",0.2347
"chr3",23084907,"fst",0.2059
"chr3",23179907,"fst",0.1893
"chr3",23274908,"fst",0.2027
"chr3",23369909,"fst",0.2348
"chr3",23464909,"fst",0.1982
"chr3",23559910,"fst",0.2009
"chr3",23654910,"fst",0.2428
"chr3",23749911,"fst",0.2679
"chr3",23844912,"fst",0.2215
"chr3",23939912,"fst",0.2579
"chr3",24034913,"fst",0.24
"chr3",24129913,"fst",0.1928
"chr3",24224914,"fst",0.2359
"chr3",24319914,"fst",0.2211
"chr3",24414915,"fst",0.2566
"chr3",24509916,"fst",0.1661
"chr3",24604916,"fst",0.1327
"chr3",24699917,"fst",0.128
"chr3",24794917,"fst",0.0733
"chr3",24889918,"fst",0.0552
"chr3",24984919,"fst",0.0297
"chr3",25079919,"fst",0.0952
"chr3",25174920,"fst",0.0936
"chr3",25269920,"fst",0.1173
"chr3",25364921,"fst",0.0976
"chr3",25459922,"fst",0.1221
"chr3",25554922,"fst",0.1255
"chr3",25649923,"fst",0.1219
"chr3",25744923,"fst",0.1364
"chr3",25839924,"fst",0.0862
"chr3",25934925,"fst",0.0265
"chr3",26029925,"fst",0.014
"chr3",26124926,"fst",0
"chr3",26219926,"fst",0
"chr3",26314927,"fst",0.0676
"chr3",26409928,"fst",0.0128
"chr3",26504928,"fst",0.0655
"chr3",26599929,"fst",0.037
"chr3",26694929,"fst",0.0497
"chr3",26789930,"fst",0.0796
"chr3",26884931,"fst",0.0574
"chr3",26979931,"fst",0.045
"chr3",27074932,"fst",0.0152
"chr3",27169932,"fst",0.0717
"chr3",27264933,"fst",0.0751
"chr3",27359933,"fst",0.0479
"chr3",27454934,"fst",0.0057
"chr3",27549935,"fst",0.032
"chr3",27644935,"fst",0.0565
"chr3",27739936,"fst",0.1054
"chr3",27834936,"fst",0.1352
"chr3",27929937,"fst",0.1316
"chr3",28024938,"fst",0.1445
"chr3",28119938,"fst",0.1288
"chr3",28214939,"fst",0.1026
"chr3",28309939,"fst",0.1166
"chr3",28404940,"fst",0.1003
"chr3",28499941,"fst",0.1055
"chr3",28594941,"fst",0.0801
"chr3",28689942,"fst",0.0874
"chr3",28784942,"fst",0.1091
"chr3",28879943,"fst",0.1508
"chr3",28974944,"fst",0.1668
"chr3",29069944,"fst",0.1794
"chr3",29164945,"fst",0.2138
"chr3",29259945,"fst",0.274
"chr3",29354946,"fst",0.295
"chr3",29449947,"fst",0.2548
"chr3",29544947,"fst",0.1939
"chr3",29639948,"fst",0.1639
"chr3",29734948,"fst",0.0776
"chr3",29829949,"fst",0.0687
"chr3",29924950,"fst",0.091
"chr3",30019950,"fst",0.1036
"chr3",30114951,"fst",0.1219
"chr3",30209951,"fst",0.1223
"chr3",30304952,"fst",0.1065
"chr3",30399952,"fst",0.1141
"chr3",30494953,"fst",0.0907
"chr3",30589954,"fst",0.0698
"chr3",30684954,"fst",0.0639
"chr3",30779955,"fst",0.0585
"chr3",30874955,"fst",0.0738
"chr3",30969956,"fst",0.1044
"chr3",31064957,"fst",0.1308
"chr3",31159957,"fst",0.1817
"chr3",31254958,"fst",0.1517
"chr3",31349958,"fst",0.1179
"chr3",31444959,"fst",0.1148
"chr3",31539960,"fst",0.0782
"chr3",31634960,"fst",0.0916
"chr3",31729961,"fst",0.0989
"chr3",31824961,"fst",0.1196
"chr3",31919962,"fst",0.1419
"chr3",32014963,"fst",0.1443
"chr3",32109963,"fst",0.1741
"chr3",32204964,"fst",0.1568
"chr3",32299964,"fst",0.2292
"chr3",32394965,"fst",0.2341
"chr3",32489966,"fst",0.2391
"chr3",32584966,"fst",0.2022
"chr3",32679967,"fst",0.1911
"chr3",32774967,"fst",0.1426
"chr3",32869968,"fst",0.1868
"chr3",32964969,"fst",0.1532
"chr3",33059969,"fst",0.109
"chr3",33154970,"fst",0.1402
"chr3",33249970,"fst",0.1409
"chr3",33344971,"fst",0.0963
"chr3",33439971,"fst",0.0458
"chr3",33534972,"fst",0.0141
"chr3",33629973,"fst",0.0134
"chr3",33724973,"fst",0
"chr3",33819974,"fst",0
"chr3",33914974,"fst",0
"chr3",34009975,"fst",0
"chr3",34104976,"fst",0
"chr3",34199976,"fst",0
"chr3",34294977,"fst",0
"chr3",34389977,"fst",0
"chr3",34484978,"fst",0
"chr3",34579979,"fst",0
"chr3",34674979,"fst",0
"chr3",34769980,"fst",0
"chr3",34864980,"fst",0.0077
"chr3",34959981,"fst",0
"chr3",35054982,"fst",0.0287
"chr3",35149982,"fst",0
"chr3",35244983,"fst",0.0471
"chr3",35339983,"fst",0.0238
"chr3",35434984,"fst",0.0621
"chr3",35529985,"fst",0.0156
"chr3",35624985,"fst",0.028
"chr3",35719986,"fst",0.0151
"chr3",35814986,"fst",0.0552
"chr3",35909987,"fst",0.0722
"chr3",36004988,"fst",0.0146
"chr3",36099988,"fst",0.0597
"chr3",36194989,"fst",0.0459
"chr3",36289989,"fst",0.0784
"chr3",36384990,"fst",0.0743
"chr3",36479990,"fst",0.1055
"chr3",36574991,"fst",0.059
"chr3",36669992,"fst",0.0492
"chr3",36764992,"fst",0.0496
"chr3",36859993,"fst",0.0441
"chr3",36954993,"fst",0.0397
"chr3",37049994,"fst",0.0503
"chr3",37144995,"fst",0.0662
"chr3",37239995,"fst",0.032
"chr3",37334996,"fst",0.0169
"chr3",37429996,"fst",0.0096
"chr3",37524997,"fst",0.0789
"chr3",37619998,"fst",0.0894
"chr3",37714998,"fst",0.0994
"chr3",37809999,"fst",0.0603
"chr3",37904999,"fst",0.061
"chr3",3.8e+07,"fst",0.0678
"chr3",94763,"pi",4.1074
"chr3",189764,"pi",4.3533
"chr3",284764,"pi",4.4684
"chr3",379765,"pi",4.5649
"chr3",474765,"pi",3.9288
"chr3",569766,"pi",4.0915
"chr3",664767,"pi",4.1729
"chr3",759767,"pi",4.9211
"chr3",854768,"pi",4.7391
"chr3",949768,"pi",4.8699
"chr3",1044769,"pi",4.8626
"chr3",1139770,"pi",4.3886
"chr3",1234770,"pi",4.0795
"chr3",1329771,"pi",3.6611
"chr3",1424771,"pi",4.6716
"chr3",1519772,"pi",4.1925
"chr3",1614773,"pi",4.4062
"chr3",1709773,"pi",3.9777
"chr3",1804774,"pi",3.9695
"chr3",1899774,"pi",2.9314
"chr3",1994775,"pi",2.6939
"chr3",2089776,"pi",2.8805
"chr3",2184776,"pi",3.0039
"chr3",2279777,"pi",3.201
"chr3",2374777,"pi",3.3035
"chr3",2469778,"pi",3.3064
"chr3",2564779,"pi",2.4183
"chr3",2659779,"pi",2.6301
"chr3",2754780,"pi",3.1594
"chr3",2849780,"pi",4.082
"chr3",2944781,"pi",4.8009
"chr3",3039781,"pi",4.4876
"chr3",3134782,"pi",4.051
"chr3",3229783,"pi",4.8764
"chr3",3324783,"pi",3.2109
"chr3",3419784,"pi",2.7338
"chr3",3514784,"pi",2.7462
"chr3",3609785,"pi",2.5968
"chr3",3704786,"pi",3.4245
"chr3",3799786,"pi",3.1378
"chr3",3894787,"pi",3.6334
"chr3",3989787,"pi",4.0198
"chr3",4084788,"pi",3.9278
"chr3",4179789,"pi",3.9145
"chr3",4274789,"pi",3.7928
"chr3",4369790,"pi",3.8108
"chr3",4464790,"pi",4.1322
"chr3",4559791,"pi",4.0483
"chr3",4654792,"pi",4.3282
"chr3",4749792,"pi",4.0603
"chr3",4844793,"pi",4.1785
"chr3",4939793,"pi",3.7523
"chr3",5034794,"pi",3.5862
"chr3",5129795,"pi",3.163
"chr3",5224795,"pi",2.9935
"chr3",5319796,"pi",2.7482
"chr3",5414796,"pi",3.0304
"chr3",5509797,"pi",2.7446
"chr3",5604798,"pi",3.1967
"chr3",5699798,"pi",3.152
"chr3",5794799,"pi",3.1851
"chr3",5889799,"pi",3.654
"chr3",5984800,"pi",3.8904
"chr3",6079800,"pi",5.0377
"chr3",6174801,"pi",4.8437
"chr3",6269802,"pi",4.2881
"chr3",6364802,"pi",4.4372
"chr3",6459803,"pi",4.2983
"chr3",6554803,"pi",4.5753
"chr3",6649804,"pi",4.8407
"chr3",6744805,"pi",5.1267
"chr3",6839805,"pi",5.0801
"chr3",6934806,"pi",3.8075
"chr3",7029806,"pi",2.9612
"chr3",7124807,"pi",3.7907
"chr3",7219808,"pi",4.0123
"chr3",7314808,"pi",3.8411
"chr3",7409809,"pi",3.239
"chr3",7504809,"pi",4.2504
"chr3",7599810,"pi",5.1422
"chr3",7694811,"pi",6.0388
"chr3",7789811,"pi",5.2829
"chr3",7884812,"pi",5.7903
"chr3",7979812,"pi",5.6586
"chr3",8074813,"pi",5.234
"chr3",8169814,"pi",5.5331
"chr3",8264814,"pi",5.1742
"chr3",8359815,"pi",4.4291
"chr3",8454815,"pi",3.9666
"chr3",8549816,"pi",4.1452
"chr3",8644817,"pi",3.4294
"chr3",8739817,"pi",3.1888
"chr3",8834818,"pi",3.4796
"chr3",8929818,"pi",4.2657
"chr3",9024819,"pi",5.0641
"chr3",9119819,"pi",4.5692
"chr3",9214820,"pi",4.2143
"chr3",9309821,"pi",4.8322
"chr3",9404821,"pi",4.6099
"chr3",9499822,"pi",4.3356
"chr3",9594822,"pi",4.3479
"chr3",9689823,"pi",4.3203
"chr3",9784824,"pi",3.3269
"chr3",9879824,"pi",3.0743
"chr3",9974825,"pi",3.0834
"chr3",10069825,"pi",3.3175
"chr3",10164826,"pi",3.0241
"chr3",10259827,"pi",3.2032
"chr3",10354827,"pi",3.3647
"chr3",10449828,"pi",3.0186
"chr3",10544828,"pi",3.6286
"chr3",10639829,"pi",3.3
"chr3",10734830,"pi",4.2024
"chr3",10829830,"pi",4.7447
"chr3",10924831,"pi",4.3059
"chr3",11019831,"pi",4.4766
"chr3",11114832,"pi",3.8193
"chr3",11209833,"pi",4.7696
"chr3",11304833,"pi",4.5005
"chr3",11399834,"pi",4.9132
"chr3",11494834,"pi",5.0636
"chr3",11589835,"pi",5.3761
"chr3",11684836,"pi",5.0422
"chr3",11779836,"pi",5.2248
"chr3",11874837,"pi",5.2782
"chr3",11969837,"pi",4.9908
"chr3",12064838,"pi",5.1903
"chr3",12159838,"pi",5.7155
"chr3",12254839,"pi",5.5874
"chr3",12349840,"pi",5.3763
"chr3",12444840,"pi",4.9335
"chr3",12539841,"pi",4.5124
"chr3",12634841,"pi",4.7887
"chr3",12729842,"pi",5.2574
"chr3",12824843,"pi",5.4898
"chr3",12919843,"pi",5.3619
"chr3",13014844,"pi",4.9309
"chr3",13109844,"pi",5.3851
"chr3",13204845,"pi",4.3995
"chr3",13299846,"pi",4.6753
"chr3",13394846,"pi",3.7386
"chr3",13489847,"pi",4.2525
"chr3",13584847,"pi",4.285
"chr3",13679848,"pi",3.9169
"chr3",13774849,"pi",4.4242
"chr3",13869849,"pi",3.3543
"chr3",13964850,"pi",1.9737
"chr3",14059850,"pi",3.2209
"chr3",14154851,"pi",2.8194
"chr3",14249852,"pi",3.1748
"chr3",14344852,"pi",2.6332
"chr3",14439853,"pi",2.0256
"chr3",14534853,"pi",2.0476
"chr3",14629854,"pi",2.0643
"chr3",14724855,"pi",2.6192
"chr3",14819855,"pi",2.6654
"chr3",14914856,"pi",2.4306
"chr3",15009856,"pi",2.9735
"chr3",15104857,"pi",3.6589
"chr3",15199857,"pi",4.1631
"chr3",15294858,"pi",2.8435
"chr3",15389859,"pi",2.6673
"chr3",15484859,"pi",2.0837
"chr3",15579860,"pi",1.9693
"chr3",15674860,"pi",2.6145
"chr3",15769861,"pi",2.0695
"chr3",15864862,"pi",3.5699
"chr3",15959862,"pi",3.4458
"chr3",16054863,"pi",3.597
"chr3",16149863,"pi",3.6138
"chr3",16244864,"pi",3.2648
"chr3",16339865,"pi",3.2292
"chr3",16434865,"pi",2.8038
"chr3",16529866,"pi",1.703
"chr3",16624866,"pi",1.5233
"chr3",16719867,"pi",2.0505
"chr3",16814868,"pi",2.8122
"chr3",16909868,"pi",2.9911
"chr3",17004869,"pi",3.939
"chr3",17099869,"pi",4.8421
"chr3",17194870,"pi",4.9138
"chr3",17289871,"pi",6.341
"chr3",17384871,"pi",5.8487
"chr3",17479872,"pi",6.2029
"chr3",17574872,"pi",6.3596
"chr3",17669873,"pi",6.1474
"chr3",17764874,"pi",5.4112
"chr3",17859874,"pi",5.2451
"chr3",17954875,"pi",4.8426
"chr3",18049875,"pi",4.5634
"chr3",18144876,"pi",5.0565
"chr3",18239876,"pi",5.0785
"chr3",18334877,"pi",5.148
"chr3",18429878,"pi",5.0652
"chr3",18524878,"pi",5.2213
"chr3",18619879,"pi",4.1161
"chr3",18714879,"pi",4.9936
"chr3",18809880,"pi",4.9444
"chr3",18904881,"pi",4.9665
"chr3",18999881,"pi",4.6595
"chr3",19094882,"pi",3.9972
"chr3",19189882,"pi",4.7548
"chr3",19284883,"pi",4.6406
"chr3",19379884,"pi",4.3737
"chr3",19474884,"pi",4.0367
"chr3",19569885,"pi",4.0257
"chr3",19664885,"pi",3.5548
"chr3",19759886,"pi",3.5019
"chr3",19854887,"pi",4.2162
"chr3",19949887,"pi",3.7043
"chr3",20044888,"pi",4.3727
"chr3",20139888,"pi",4.1481
"chr3",20234889,"pi",5.0231
"chr3",20329890,"pi",4.1487
"chr3",20424890,"pi",3.492
"chr3",20519891,"pi",3.9445
"chr3",20614891,"pi",2.9095
"chr3",20709892,"pi",2.9004
"chr3",20804893,"pi",2.2435
"chr3",20899893,"pi",2.3162
"chr3",20994894,"pi",1.9416
"chr3",21089894,"pi",2.0079
"chr3",21184895,"pi",1.8992
"chr3",21279895,"pi",3.0979
"chr3",21374896,"pi",4.1923
"chr3",21469897,"pi",4.3644
"chr3",21564897,"pi",3.5113
"chr3",21659898,"pi",3.8319
"chr3",21754898,"pi",3.7863
"chr3",21849899,"pi",4.0017
"chr3",21944900,"pi",3.8493
"chr3",22039900,"pi",4.2658
"chr3",22134901,"pi",5.1209
"chr3",22229901,"pi",5.4666
"chr3",22324902,"pi",5.7659
"chr3",22419903,"pi",5.7253
"chr3",22514903,"pi",6.8287
"chr3",22609904,"pi",6.3326
"chr3",22704904,"pi",6.0355
"chr3",22799905,"pi",6.2041
"chr3",22894906,"pi",6.0996
"chr3",22989906,"pi",6.4736
"chr3",23084907,"pi",6.022
"chr3",23179907,"pi",5.7608
"chr3",23274908,"pi",5.9705
"chr3",23369909,"pi",6.4755
"chr3",23464909,"pi",5.8996
"chr3",23559910,"pi",5.9423
"chr3",23654910,"pi",6.6008
"chr3",23749911,"pi",6.9949
"chr3",23844912,"pi",6.2659
"chr3",23939912,"pi",6.8386
"chr3",24034913,"pi",6.5564
"chr3",24129913,"pi",5.8159
"chr3",24224914,"pi",6.4926
"chr3",24319914,"pi",6.2596
"chr3",24414915,"pi",6.8183
"chr3",24509916,"pi",5.3966
"chr3",24604916,"pi",4.8715
"chr3",24699917,"pi",4.7967
"chr3",24794917,"pi",3.9375
"chr3",24889918,"pi",3.6534
"chr3",24984919,"pi",3.2525
"chr3",25079919,"pi",4.2822
"chr3",25174920,"pi",4.2571
"chr3",25269920,"pi",4.6291
"chr3",25364921,"pi",4.3191
"chr3",25459922,"pi",4.7037
"chr3",25554922,"pi",4.7584
"chr3",25649923,"pi",4.7017
"chr3",25744923,"pi",4.9298
"chr3",25839924,"pi",4.1406
"chr3",25934925,"pi",3.2027
"chr3",26029925,"pi",3.0061
"chr3",26124926,"pi",2.3473
"chr3",26219926,"pi",1.9938
"chr3",26314927,"pi",3.8479
"chr3",26409928,"pi",2.9872
"chr3",26504928,"pi",3.8144
"chr3",26599929,"pi",3.3674
